Prediction (Amy),Prediction (Bella),Prediction (Colleen),Prediction (Fizz),Prediction (Holly),Prediction (Ister),Prediction (Liboulen),Prediction (Linestra),Prediction (Ziqual),Succeeded?
99,11,63.7,53,61,52,58.7,62,12,1
99,15,81.9,54,60,53,80.7,80.2,20,1
1,19,77.3,50,54,55,82.7,75.6,15,0
1,17,84.9,60,74,57,78.7,83.2,48,1
1,4,45,66,54,55,56.7,43.3,25,0
1,6,57,58,64,57,63.7,55.3,70,1
99,10,64,50,55,56,80.7,62.3,30,0
1,10,67.2,61,59,54,61.7,65.5,8,1
1,11,68.3,57,66,58,80.7,66.6,47,1
1,13,67.9,61,70,59,72.7,66.2,35,0
1,7,53.3,50,59,57,50.7,51.6,20,0
1,6,44.7,58,54,59,43.7,43,44,1
99,14,71,58,68,55,67.7,69.3,24,0
1,11,65.7,54,66,60,79.7,64,70,0
99,9,73.3,58,65,53,80.7,71.6,24,0
99,11,74.9,63,63,56,78.7,73.2,42,1
1,10,71.7,60,66,59,83.7,70,80,0
1,16,69.3,60,68,59,68.7,67.6,62,1
99,6,57.4,63,62,56,63.7,55.7,24,1
99,10,64.7,58,63,55,65.7,63,29,1
99,16,85.6,50,63,54,90.7,83.9,12,1
1,15,80.3,60,73,55,74.7,78.6,29,1
99,14,71,58,64,53,77.7,69.3,17,1
99,10,61.6,55,53,57,79.7,59.9,28,1
99,5,58.2,62,66,58,60.7,56.5,56,0
99,13,75.2,56,59,58,80.7,73.5,8,1
99,10,60.1,64,62,56,68.7,58.4,29,0
99,14,73.6,64,65,59,83.7,71.9,44,0
1,8,66.6,58,70,60,79.7,64.9,89,1
99,14,74.3,55,65,54,73.7,72.6,36,1
99,13,67.7,56,60,55,62.7,66,35,1
99,11,80.5,63,61,57,95.7,78.8,42,1
99,15,80.1,52,65,57,84.7,78.4,34,1
99,13,82.6,62,70,57,88.7,80.9,56,0
1,11,79.4,49,63,56,85.7,77.7,35,0
99,10,74.3,49,60,56,84.7,72.6,41,0
1,7,65.6,60,56,56,65.7,63.9,17,1
99,17,77.3,60,63,55,75.7,75.6,30,1
1,12,76.8,58,67,55,82.7,75.1,44,0
1,14,83,59,69,57,87.7,81.3,42,1
1,14,68.6,62,67,59,61.7,66.9,63,0
99,14,83.3,61,72,52,77.7,81.6,10,0
1,17,82.5,60,78,57,82.7,80.8,62,1
1,12,74.2,54,65,55,71.7,72.5,40,1
1,14,73.9,54,62,58,83.7,72.2,40,0
1,8,59.1,50,55,57,56.7,57.4,55,1
99,15,87.1,55,72,58,87.7,85.4,64,0
99,7,58.4,68,65,58,62.7,56.7,55,1
99,2,44.9,62,55,55,54.7,43.2,40,1
99,10,57,53,57,52,52.7,55.3,13,0
1,10,71.6,58,65,60,68.7,69.9,70,1
99,11,77.2,62,64,57,74.7,75.5,49,0
1,15,80.5,62,74,60,84.7,78.8,50,1
99,13,67.4,65,75,60,77.7,65.7,99,1
1,10,67.1,50,64,55,71.7,65.4,39,1
99,15,72.3,67,74,56,76.7,70.6,59,1
99,10,47.1,67,68,58,38.7,45.4,72,1
1,19,75.4,69,74,59,81.7,73.7,72,1
99,3,51.2,63,50,52,60.7,49.5,8,0
99,12,72.1,53,70,59,75.7,70.4,72,0
99,13,65.9,62,65,55,81.7,64.2,39,1
1,11,84.5,59,61,54,97.7,82.8,32,1
1,15,82.1,54,67,58,80.7,80.4,8,1
1,11,70.6,63,61,57,76.7,68.9,41,0
1,14,71.6,58,64,60,77.7,69.9,89,1
99,9,70.2,56,70,55,69.7,68.5,50,1
1,14,79.1,56,72,58,70.7,77.4,39,0
99,9,70.8,48,53,54,89.7,69.1,12,0
1,10,59.2,60,56,59,73.7,57.5,63,0
1,11,45.9,62,68,57,41.7,44.2,62,0
1,10,64.2,62,72,57,65.7,62.5,62,0
1,8,64.2,67,60,56,68.7,62.5,41,1
1,9,65.7,58,62,57,77.7,64,56,1
1,4,47.3,55,56,56,57.7,45.6,53,0
1,15,82.1,53,61,55,90.7,80.4,20,0
1,8,39.9,55,51,53,38.7,38.2,6,0
1,14,85.5,61,73,59,83.7,83.8,71,1
99,7,58,56,64,55,62.7,56.3,40,1
99,9,60.4,46,55,60,60.7,58.7,10,1
99,11,63.4,57,53,53,83.7,61.7,6,0
1,10,74.4,62,63,55,94.7,72.7,29,1
99,13,75.6,61,73,60,70.7,73.9,40,1
99,8,75.9,67,75,59,83.7,74.2,72,1
99,10,59.4,65,72,59,58.7,57.7,54,1
1,8,62,55,57,58,82.7,60.3,71,0
1,15,80.3,57,64,55,79.7,78.6,10,1
99,16,85.8,58,70,57,75.7,84.1,49,1
99,10,68.6,50,56,51,77.7,66.9,3,0
1,14,69.2,60,56,54,66.7,67.5,12,1
99,9,53.9,50,46,55,67.7,52.2,30,1
99,12,61.4,50,63,55,56.7,59.7,35,1
1,7,70.1,53,61,54,77.7,68.4,39,1
1,9,63.2,61,70,58,51.7,61.5,72,1
1,11,78.1,56,56,55,89.7,76.4,25,1
1,10,69.5,59,62,60,82.7,67.8,40,1
1,11,77.5,57,64,57,84.7,75.8,14,1
1,13,84.9,53,61,54,84.7,83.2,27,1
99,18,85.8,58,70,53,87.7,84.1,15,0
1,9,51.2,67,65,58,46.7,49.5,80,1
1,12,71.5,58,61,57,70.7,69.8,49,0
99,17,91.4,57,64,55,91.7,89.7,19,0
99,12,71.8,54,63,57,65.7,70.1,21,1
1,10,55.1,64,67,58,56.7,53.4,40,1
1,14,74.5,53,62,56,83.7,72.8,54,0
1,9,58.1,67,72,60,49.7,56.4,60,1
1,13,72.5,44,50,59,84.7,70.8,9,0
1,6,62.2,61,67,58,75.7,60.5,80,1
1,12,54.2,57,61,56,53.7,52.5,48,0
99,9,62.6,54,55,55,61.7,60.9,34,1
1,10,63.8,53,64,57,60.7,62.1,13,1
1,11,65.7,65,60,54,69.7,64,23,1
99,13,68.2,61,66,52,72.7,66.5,10,1
1,13,75.2,52,61,58,70.7,73.5,40,1
99,12,80.6,51,51,52,89.7,78.9,4,1
99,10,66.7,57,66,58,61.7,65,48,1
99,8,76,62,63,53,88.7,74.3,9,1
1,14,88.2,62,67,57,94.7,86.5,49,1
99,17,86.7,60,76,55,79.7,85,25,1
99,9,73.1,60,66,55,90.7,71.4,30,1
99,16,79,60,73,59,82.7,77.3,81,1
99,9,53.4,68,66,57,57.7,51.7,69,1
1,13,79.6,58,70,59,87.7,77.9,9,1
1,12,69.1,58,70,55,79.7,67.4,50,1
1,5,48.6,59,57,56,61.7,46.9,35,1
1,11,60.4,56,57,55,57.7,58.7,25,1
1,4,47.9,62,61,55,52.7,46.2,50,0
1,9,65.3,62,59,57,67.7,63.6,49,1
1,7,65,54,55,57,65.7,63.3,35,1
99,11,53.2,51,56,60,44.7,51.5,40,0
1,5,54,65,54,55,48.7,52.3,19,0
1,16,88.5,55,63,57,91.7,86.8,28,0
1,9,53.5,50,53,55,67.7,51.8,25,0
1,15,75.6,58,62,55,72.7,73.9,24,1
99,7,69.8,48,50,53,72.7,68.1,9,0
1,9,49.2,52,55,55,45.7,47.5,5,1
1,17,82.3,57,72,58,87.7,80.6,15,1
1,15,75.2,64,73,57,67.7,73.5,55,0
1,11,70,57,62,60,66.7,68.3,39,1
99,9,66.1,65,65,55,72.7,64.4,19,1
1,13,77.7,61,65,60,91.7,76,59,1
1,16,71.8,53,65,54,74.7,70.1,31,1
1,6,55.1,52,51,55,62.7,53.4,14,0
99,5,60.6,46,55,51,56.7,58.9,7,1
1,7,58.6,62,64,60,72.7,56.9,90,1
1,14,73.8,59,68,56,83.7,72.1,35,0
1,14,90.2,60,69,60,95.7,88.5,69,1
99,10,72,47,52,52,68.7,70.3,10,0
1,12,79.3,51,61,59,93.7,77.6,71,1
1,16,72,52,57,55,74.7,70.3,30,0
99,8,49.9,61,58,57,42.7,48.2,42,1
99,15,82.6,64,80,60,70.7,80.9,50,0
99,12,71.8,53,59,56,70.7,70.1,41,0
99,16,81.5,56,71,59,73.7,79.8,44,1
99,15,78.1,56,74,55,73.7,76.4,45,1
99,9,53.7,57,58,57,62.7,52,13,1
99,9,51.6,50,56,53,41.7,49.9,24,0
1,13,72.7,52,59,58,74.7,71,39,0
1,7,65.2,57,60,54,80.7,63.5,28,0
1,6,64.5,64,61,57,66.7,62.8,35,1
1,13,72.2,63,63,56,84.7,70.5,36,0
1,14,79.1,63,73,56,85.7,77.4,42,1
99,11,57.9,51,59,54,51.7,56.2,24,1
99,16,73.6,58,58,53,80.7,71.9,18,0
1,15,79.9,64,72,59,79.7,78.2,90,1
1,13,78,49,60,60,76.7,76.3,19,1
1,13,58.5,58,68,57,63.7,56.8,63,1
1,15,91.6,57,70,52,94.7,89.9,16,1
99,14,66.7,53,60,58,60.7,65,48,1
1,8,67,57,57,60,79.7,65.3,39,1
1,8,62.4,69,74,59,57.7,60.7,71,1
1,16,91,63,74,52,92.7,89.3,12,1
1,17,70.8,53,58,52,72.7,69.1,18,1
1,17,79.9,52,71,60,76.7,78.2,50,0
99,18,88,46,59,53,88.7,86.3,18,1
99,11,56.1,66,66,56,60.7,54.4,30,1
1,13,72.7,51,61,52,69.7,71,15,0
99,19,94.2,48,69,53,89.7,92.3,20,1
99,10,55,62,59,53,61.7,53.3,18,0
1,10,59.5,57,55,54,63.7,57.8,27,1
1,8,61.4,66,62,58,57.7,59.7,55,1
1,15,79.9,59,72,54,84.7,78.2,27,1
1,16,69.5,57,70,58,73.7,67.8,71,1
99,4,43.2,62,55,57,60.7,41.5,63,1
1,14,73.6,58,73,57,63.7,71.9,62,0
99,8,73.7,63,71,59,82.7,72,35,1
99,14,69.1,47,53,52,66.7,67.4,15,1
1,11,57.8,62,65,55,61.7,56.1,35,0
1,12,74.1,64,65,53,71.7,72.4,14,0
1,13,77.4,57,55,54,86.7,75.7,15,1
1,15,78,65,67,55,68.7,76.3,20,1
1,10,64.8,61,56,54,65.7,63.1,23,0
1,10,64.1,63,69,56,60.7,62.4,48,1
1,7,58.3,67,64,56,52.7,56.6,47,1
99,11,75.1,60,74,60,73.7,73.4,69,1
99,5,62.8,54,56,57,72.7,61.1,56,1
1,14,66.7,62,61,55,65.7,65,39,0
1,14,73.6,65,69,60,88.7,71.9,79,1
99,13,79.7,56,60,54,72.7,78,12,1
1,17,79.4,55,69,56,76.7,77.7,59,1
1,10,61.9,54,53,57,64.7,60.2,21,1
99,12,67,62,73,60,73.7,65.3,69,1
1,14,81.3,63,65,58,91.7,79.6,63,1
99,12,69.3,47,62,59,79.7,67.6,36,0
1,8,64.8,53,54,56,73.7,63.1,48,1
1,7,53.3,44,48,51,70.7,51.6,8,0
1,12,62.2,60,60,53,76.7,60.5,27,0
99,12,66.9,44,60,59,58.7,65.2,9,1
1,9,63.3,57,63,54,71.7,61.6,24,1
1,8,69,61,58,54,80.7,67.3,31,0
1,16,93.5,57,70,52,93.7,91.6,13,1
99,13,70.9,60,69,60,73.7,69.2,70,1
99,13,72.9,62,61,55,84.7,71.2,35,1
1,10,69,55,63,54,57.7,67.3,40,1
99,10,71.3,52,51,53,73.7,69.6,9,1
1,11,65.1,51,54,55,89.7,63.4,10,0
1,3,43.5,63,53,56,52.7,41.8,41,1
1,7,63.6,61,66,54,59.7,61.9,36,1
1,12,71,60,64,58,70.7,69.3,40,1
1,12,66.5,46,51,55,63.7,64.8,5,0
1,11,73,46,52,57,72.7,71.3,7,0
1,9,70.1,53,50,52,74.7,68.4,4,0
99,10,60,50,60,58,58.7,58.3,24,1
1,15,79.8,53,63,60,74.7,78.1,40,1
99,15,77.3,59,62,54,88.7,75.6,32,1
99,14,68.7,49,54,56,76.7,67,42,0
1,17,91.5,51,68,52,91.7,89.8,17,1
1,10,76.5,56,68,55,85.7,74.8,34,1
1,16,76.3,63,61,54,81.7,74.6,24,1
99,9,58.5,47,54,52,59.7,56.8,10,1
99,9,68.2,59,67,58,68.7,66.5,16,1
99,5,62.6,68,65,57,62.7,60.9,69,0
1,14,80.9,44,63,60,86.7,79.2,10,0
99,3,50.8,65,59,60,55.7,49.1,79,0
1,10,52.3,61,58,58,60.7,50.6,71,1
99,10,54.6,59,66,56,56.7,52.9,53,1
99,13,69.8,57,60,56,88.7,68.1,41,0
1,17,81.8,58,71,58,87.7,80.1,56,0
1,14,78.8,60,66,59,75.7,77.1,26,1
1,10,74.2,64,75,58,69.7,72.5,56,1
1,6,59.5,58,57,59,64.7,57.8,63,1
1,10,68.9,51,61,59,72.7,67.2,36,0
1,14,73.6,56,57,53,83.7,71.9,18,0
1,12,73.6,59,62,56,81.7,71.9,59,1
1,9,78.1,57,67,56,92.7,76.4,41,0
99,15,89.9,60,74,56,88.7,88.2,30,1
99,10,66.6,65,67,58,61.7,64.9,47,1
99,15,75,58,63,57,82.7,73.3,55,0
99,17,75,48,63,51,79.7,73.3,9,1
99,11,70.3,57,60,56,81.7,68.6,48,1
1,6,62.2,56,59,58,65.7,60.5,40,0
99,8,49.6,63,68,60,42.7,47.9,59,1
1,8,59.2,62,57,57,76.7,57.5,20,0
1,10,73.6,62,72,60,74.7,71.9,29,1
1,13,74.8,55,62,57,90.7,73.1,42,0
1,6,50,59,60,54,55.7,48.3,32,0
1,12,74.5,54,61,56,76.7,72.8,18,0
99,13,70.2,56,66,56,68.7,68.5,30,1
1,14,73.5,52,60,58,78.7,71.8,39,1
99,13,72.5,59,63,54,84.7,70.8,36,1
1,15,82.6,61,72,56,85.7,80.9,23,1
1,11,77.2,54,63,57,74.7,75.5,69,1
99,17,75.5,59,66,54,74.7,73.8,24,1
1,13,58.4,51,60,56,58.7,56.7,35,1
1,8,57.6,66,67,55,55.7,55.9,49,1
1,4,59.3,66,70,60,62.7,57.6,89,1
1,9,65.4,59,59,52,67.7,63.7,16,1
1,9,60.3,59,67,58,55.7,58.6,31,1
99,9,66.1,57,57,54,62.7,64.4,31,1
1,15,87.5,59,71,56,87.7,85.8,54,1
99,9,55.4,60,60,58,58.7,53.7,56,0
1,4,50.4,48,51,59,58.7,48.7,26,0
1,12,66.2,56,68,55,68.7,64.5,45,1
99,7,51.2,51,53,60,64.7,49.5,80,1
1,11,61.1,54,57,53,62.7,59.4,14,0
99,11,68.3,54,66,55,75.7,66.6,49,1
1,7,60.5,58,59,59,53.7,58.8,9,0
1,7,60.9,52,58,54,58.7,59.2,12,0
1,13,77.6,46,53,57,81.7,75.9,7,0
99,12,79.3,66,74,57,88.7,77.6,34,1
99,13,75.1,54,61,58,75.7,73.4,39,0
1,16,83.9,58,66,59,89.7,82.2,62,1
99,11,62.7,55,60,54,58.7,61,24,1
1,13,65.9,60,63,60,76.7,64.2,69,1
1,13,77.3,58,68,58,66.7,75.6,55,1
99,7,60.4,63,59,56,73.7,58.7,12,1
1,12,78.7,66,82,60,73.7,77,89,1
1,11,61.3,59,61,59,52.7,59.6,35,0
1,10,64.3,55,63,52,75.7,62.6,16,1
99,11,70,50,58,51,66.7,68.3,4,0
99,14,71,56,69,55,67.7,69.3,44,1
1,4,49.8,60,65,57,58.7,48.1,70,1
1,10,76.6,47,51,56,85.7,74.9,24,0
99,12,66.5,53,64,54,58.7,64.8,16,1
1,6,64.6,55,61,58,71.7,62.9,72,0
1,11,65.4,59,69,56,54.7,63.7,24,1
1,12,73.6,48,60,55,81.7,71.9,40,1
1,9,51.1,61,55,54,51.7,49.4,19,1
1,12,64.4,58,57,56,57.7,62.7,29,1
1,9,70.2,63,69,59,74.7,68.5,72,1
1,8,52,68,59,58,68.7,50.3,56,1
1,7,55.4,50,41,52,71.7,53.7,2,0
1,13,79.9,50,59,53,82.7,78.2,29,1
1,12,59.2,58,60,57,65.7,57.5,62,0
99,16,80.9,63,66,56,73.7,79.2,23,1
1,13,70.2,52,60,53,58.7,68.5,24,1
1,9,70.8,55,57,52,64.7,69.1,4,0
99,10,79.2,56,67,51,81.7,77.5,6,1
1,18,90.5,56,77,58,84.7,88.8,39,1
1,10,52.3,62,53,57,60.7,50.6,35,0
1,10,76.3,50,61,57,85.7,74.6,49,1
99,8,55,57,58,58,54.7,53.3,32,0
1,12,81.5,59,64,60,84.7,79.8,39,1
99,6,60,55,56,58,74.7,58.3,63,0
1,8,56.6,62,64,59,65.7,54.9,80,0
1,9,70.3,66,70,59,64.7,68.6,62,1
1,11,72.4,57,60,57,82.7,70.7,41,1
99,10,50.4,64,64,56,54.7,48.7,29,0
99,7,48.3,59,60,58,53.7,46.6,47,1
99,10,68.8,54,65,53,72.7,67.1,23,1
99,16,81.1,64,73,59,78.7,79.4,81,1
99,7,63.2,67,72,58,69.7,61.5,79,1
99,14,73.6,45,60,54,63.7,71.9,8,1
99,6,50.5,60,56,55,65.7,48.8,44,0
1,13,68.1,60,65,53,57.7,66.4,30,1
99,5,57.8,66,72,60,50.7,56.1,70,1
1,12,69.4,55,62,56,84.7,67.7,47,1
1,12,78.5,63,63,52,78.7,76.8,10,1
1,12,73.9,64,65,55,76.7,72.2,25,0
1,10,73.9,52,66,51,69.7,72.2,10,0
1,17,79.9,55,65,56,76.7,78.2,54,1
1,11,68.3,60,58,60,90.7,66.6,50,1
99,4,57,50,51,57,66.7,55.3,7,1
99,4,47.3,62,56,58,57.7,45.6,55,1
1,12,57.2,65,65,56,59.7,55.5,47,0
1,9,63.3,56,54,56,86.7,61.6,18,1
1,8,63.9,59,65,54,63.7,62.2,36,1
99,11,68.2,55,67,59,75.7,66.5,72,0
1,11,66.1,58,65,59,64.7,64.4,90,1
99,14,71,70,74,59,72.7,69.3,81,1
1,4,51.9,62,55,53,54.7,50.2,30,1
1,8,68.7,57,60,54,65.7,67,15,0
99,7,50.7,48,50,56,69.7,49,17,0
1,15,82,56,67,55,80.7,80.3,44,1
99,15,72.9,61,68,58,71.7,71.2,72,1
1,5,63.1,58,53,56,67.7,61.4,30,1
99,15,78.1,52,69,55,73.7,76.4,29,1
99,8,71.4,67,76,58,71.7,69.7,63,0
1,14,71.9,67,73,57,62.7,70.2,42,1
99,9,77.5,64,63,58,92.7,75.8,55,0
1,12,78.4,56,58,56,83.7,76.7,29,0
1,12,67.3,55,62,57,58.7,65.6,27,0
99,9,60.3,52,59,57,65.7,58.6,48,1
1,9,61.2,66,66,57,55.7,59.5,48,1
1,10,67.3,52,60,55,76.7,65.6,34,0
1,8,63.9,61,61,57,78.7,62.2,41,1
1,8,59.2,57,61,56,66.7,57.5,59,1
99,6,52.6,59,58,52,66.7,50.9,15,1
1,14,86.2,52,64,55,88.7,84.5,39,1
99,12,66.8,64,74,60,58.7,65.1,89,1
1,8,66.9,60,66,59,69.7,65.2,81,0
1,15,80.4,58,66,53,89.7,78.7,12,0
1,15,86.7,51,66,59,87.7,85,72,1
99,8,64.6,62,64,59,78.7,62.9,27,1
1,10,67.1,61,62,56,66.7,65.4,35,0
99,10,71.6,57,64,58,63.7,69.9,63,1
1,13,68.5,54,63,57,62.7,66.8,48,1
99,9,60.9,58,57,58,70.7,59.2,8,0
1,13,70.6,47,57,54,78.7,68.9,32,0
99,3,44.4,63,58,56,47.7,42.7,54,0
99,12,73.4,64,72,58,71.7,71.7,55,1
1,8,66.8,54,56,58,84.7,65.1,8,0
1,4,59.4,55,56,52,67.7,57.7,14,0
1,9,70.3,56,66,55,79.7,68.6,40,1
1,16,79.1,55,59,52,72.7,77.4,10,1
1,15,68.3,57,61,59,69.7,66.6,71,1
99,15,85,61,69,59,91.7,83.3,53,1
99,11,65.3,61,58,54,69.7,63.6,28,1
1,16,83.9,59,75,56,79.7,82.2,41,1
99,14,78.8,53,64,52,85.7,77.1,10,1
99,10,61.7,51,48,57,74.7,60,14,1
1,11,70.6,57,64,54,76.7,68.9,39,1
99,7,68,59,58,58,81.7,66.3,72,1
99,8,66.9,49,49,55,74.7,65.2,10,0
99,9,65.3,46,49,53,87.7,63.6,9,0
99,13,72.9,60,68,59,74.7,71.2,89,1
99,8,57.6,54,53,53,65.7,55.9,17,1
1,10,66.2,56,60,51,71.7,64.5,7,1
1,13,67.9,49,61,54,62.7,66.2,24,1
99,12,73.7,54,65,55,86.7,72,34,0
99,7,60.3,59,63,55,58.7,58.6,20,0
1,16,90.2,59,69,57,92.7,88.5,27,1
1,9,77.1,57,66,56,87.7,75.4,24,1
1,9,67.4,56,61,55,68.7,65.7,39,1
1,12,81.1,58,57,51,94.7,79.4,4,0
99,8,71.4,60,63,58,71.7,69.7,24,0
1,13,78,52,70,59,76.7,76.3,26,0
1,6,62,58,56,58,75.7,60.3,40,0
1,12,67.2,57,59,59,78.7,65.5,54,1
1,13,73,68,69,57,74.7,71.3,69,1
99,15,75.3,69,77,58,77.7,73.6,72,1
1,13,60.8,51,54,58,64.7,59.1,48,1
1,16,87.9,55,75,58,81.7,86.2,64,1
99,13,65,53,62,57,56.7,63.3,27,0
99,15,82.4,55,61,57,75.7,80.7,14,1
1,9,63.1,62,69,60,61.7,61.4,89,1
1,12,63.8,53,65,54,52.7,62.1,20,1
99,14,79.3,61,66,59,80.7,77.6,54,1
1,15,84.3,64,72,53,86.7,82.6,18,1
99,9,70.5,59,63,54,69.7,68.8,15,1
1,7,68.3,59,60,59,81.7,66.6,53,0
1,8,69.1,56,59,57,75.7,67.4,49,1
1,6,62.5,56,60,57,60.7,60.8,62,0
1,12,73.7,67,73,56,71.7,72,42,1
99,11,82.4,64,70,55,86.7,80.7,40,1
99,18,76.7,54,67,56,78.7,75,30,0
1,16,76.6,52,64,56,76.7,74.9,30,0
99,15,65.7,65,67,56,73.7,64,59,1
1,13,82.9,62,65,56,83.7,81.2,29,1
1,18,81.1,62,72,60,85.7,79.4,90,1
99,11,82.7,62,66,55,86.7,81,29,1
99,10,64.1,56,64,57,75.7,62.4,49,1
1,15,72.8,61,73,60,71.7,71.1,99,1
99,11,70.5,57,65,54,81.7,68.8,28,1
99,17,92.5,46,59,57,91.7,90.6,21,0
1,14,86.1,60,66,57,93.7,84.4,49,1
99,10,80.9,52,65,56,97.7,79.2,30,0
99,10,76.9,66,71,59,95.7,75.2,89,1
99,11,70.6,58,68,57,76.7,68.9,49,1
1,15,87.1,54,65,51,92.7,85.4,7,1
1,11,68.5,64,62,59,85.7,66.8,81,1
1,5,67.7,69,71,58,74.7,66,80,1
1,12,69.7,64,63,53,79.7,68,24,1
1,14,80.8,66,74,59,91.7,79.1,44,1
99,6,59.6,56,54,53,69.7,57.9,18,0
99,6,62.3,67,72,56,55.7,60.6,60,0
1,11,65,62,60,59,64.7,63.3,27,0
99,12,66.6,57,67,54,68.7,64.9,36,1
1,7,73.3,65,69,56,83.7,71.6,53,1
1,12,62.1,54,61,55,56.7,60.4,49,0
1,15,80.5,55,60,53,69.7,78.8,6,1
1,5,53.3,55,55,57,53.7,51.6,42,0
1,10,71.3,55,61,52,68.7,69.6,17,1
99,13,65.7,60,62,51,56.7,64,9,1
1,14,76.8,65,64,56,74.7,75.1,24,0
99,9,55.8,56,58,55,68.7,54.1,29,0
1,8,64.7,58,63,59,68.7,63,62,1
1,12,74,61,66,54,76.7,72.3,19,1
1,10,62.5,66,59,56,74.7,60.8,30,0
1,16,79.2,48,55,56,87.7,77.5,17,1
1,16,72,57,64,60,74.7,70.3,20,1
1,14,78.5,58,61,56,75.7,76.8,29,1
1,8,73.5,53,66,58,82.7,71.8,71,0
1,9,65.4,48,57,54,72.7,63.7,12,0
1,11,70.6,69,67,59,76.7,68.9,71,1
99,9,58.4,58,60,58,69.7,56.7,39,1
99,12,64.6,56,68,58,62.7,62.9,40,1
99,10,59.6,62,59,51,53.7,57.9,1,0
99,17,91.7,64,79,53,86.7,90,24,1
99,6,56.8,68,65,60,58.7,55.1,70,1
99,9,68.3,64,63,55,58.7,66.6,24,1
1,14,83.7,48,61,58,82.7,82,23,1
1,11,75.2,65,67,58,78.7,73.5,63,1
99,9,75.1,55,57,56,86.7,73.4,12,1
1,16,87.8,48,62,57,81.7,86.1,34,1
1,9,77.4,63,70,58,82.7,75.7,48,1
99,10,64.7,56,65,55,55.7,63,40,1
99,11,72.8,59,60,56,62.7,71.1,23,1
1,11,60.3,59,69,56,57.7,58.6,54,0
99,12,64.9,66,70,60,57.7,63.2,50,1
1,17,72.6,57,59,52,78.7,70.9,10,1
1,13,78.1,44,63,51,81.7,76.4,9,0
99,5,48.4,60,52,58,56.7,46.7,56,0
99,6,59.2,48,52,51,69.7,57.5,9,0
1,7,60.3,58,66,55,73.7,58.6,49,1
99,14,61.6,64,63,55,68.7,59.9,29,0
1,13,73,58,61,55,89.7,71.3,14,0
99,11,65.7,49,50,52,54.7,64,8,1
99,13,82.6,54,61,57,83.7,80.9,20,0
1,15,62.6,58,60,55,67.7,60.9,34,0
1,13,58.5,55,55,57,63.7,56.8,28,0
99,13,79.6,62,73,57,82.7,77.9,63,1
1,11,63.3,49,49,58,78.7,61.6,31,0
1,12,64.5,63,66,60,57.7,62.8,60,1
1,12,59.1,52,61,60,70.7,57.4,49,1
99,9,63.4,66,66,59,56.7,61.7,63,1
99,5,51.1,55,53,56,57.7,49.4,23,1
1,15,70.8,59,68,59,80.7,69.1,71,1
99,16,80.7,49,62,56,78.7,79,12,0
1,11,77.6,63,67,52,74.7,75.9,4,1
1,11,72.6,56,64,57,77.7,70.9,55,1
1,15,75.2,68,74,59,72.7,73.5,89,1
1,15,79.5,51,60,55,79.7,77.8,10,0
1,12,71.6,59,60,54,80.7,69.9,19,0
1,14,81,67,77,56,81.7,79.3,48,1
1,12,66.2,63,67,56,63.7,64.5,42,1
1,18,91.2,56,75,55,84.7,89.5,34,1
99,19,97.5,65,78,56,90.7,95.6,41,1
99,10,52,64,70,57,45.7,50.3,56,0
99,14,71.4,51,58,56,82.7,69.7,54,1
99,11,65.6,53,61,55,54.7,63.9,10,1
99,10,76.5,52,66,57,80.7,74.8,20,1
99,6,61.8,51,56,54,75.7,60.1,35,0
99,17,86.8,47,55,52,89.7,85.1,8,1
1,19,82.6,55,64,52,84.7,80.9,6,0
1,8,61.8,60,67,57,72.7,60.1,56,0
99,11,65.9,69,71,58,89.7,64.2,72,1
1,7,68,47,55,54,71.7,66.3,31,0
1,12,68.9,59,58,56,69.7,67.2,23,0
1,13,80.2,58,67,57,82.7,78.5,20,1
1,12,68.7,56,58,55,79.7,67,24,0
99,8,61.9,65,67,59,72.7,60.2,72,1
1,14,80.6,69,70,60,91.7,78.9,79,1
1,6,52.9,58,63,60,61.7,51.2,49,0
1,14,74,62,67,59,68.7,72.3,44,1
1,16,84.1,56,65,56,84.7,82.4,18,1
1,10,79.2,64,66,55,96.7,77.5,39,1
1,12,69.7,58,63,53,64.7,68,15,1
1,6,66.8,62,68,53,72.7,65.1,26,1
1,5,56.3,62,60,58,59.7,54.6,24,0
99,7,58.1,53,53,56,72.7,56.4,24,1
99,13,62.7,61,65,58,65.7,61,31,1
1,9,63.6,66,64,60,66.7,61.9,70,1
1,7,57.9,65,69,60,67.7,56.2,79,1
99,13,72.3,64,70,56,74.7,70.6,30,1
1,6,59.6,55,65,59,64.7,57.9,53,0
1,13,84.7,59,68,55,94.7,83,20,1
99,10,57.1,60,57,57,57.7,55.4,20,1
1,11,79.9,59,56,52,85.7,78.2,6,1
1,12,74.5,46,58,53,76.7,72.8,20,0
1,16,83.6,62,66,58,84.7,81.9,40,1
99,16,78.2,45,61,54,77.7,76.5,8,1
99,15,72.2,67,71,58,81.7,70.5,47,1
1,16,83.5,68,73,57,74.7,81.8,56,1
1,13,63,54,56,53,60.7,61.3,12,0
99,17,82.9,50,54,53,87.7,81.2,3,1
1,12,56.9,47,43,52,64.7,55.2,4,0
1,16,88.6,58,66,53,86.7,86.9,18,1
1,13,72.8,56,67,55,79.7,71.1,39,1
1,14,87.9,61,67,54,89.7,86.2,16,1
1,17,77.6,63,73,60,85.7,75.9,80,1
1,13,60.9,59,60,56,69.7,59.2,24,1
99,13,63.3,47,55,56,75.7,61.6,23,0
